kdnr;geschlecht;firmenname;nachname;vorname;strasse;hausnr;zusatz;plz;ort;vorwahl;telefon;email;url;branche;beruf
"1000006165";"-";"Buntes Eck";"Göhl";"Trautchen";"Vorderer Steinberg";"14";"b";"93326";"Abensberg, Hallertau";"09443";"254921";"Göhl.Tr@yahoo.com";"http://www.Göhl_Tr.de";"Gartendekoration";""
"1000006166";"F";"be-You-t";"Braunstorfer";"Monica";"Holzharlanden";"32";"c";"93326";"Abensberg, Hallertau";"09443";"22817";"Braunstorfer.Mo@yahoo.com";"http://www.Braunstorfer_Mo.de";"Musiker";""
"1000006167";"-";"Peter Cerniuc";"Andres";"Rochus";"An der Linde";"9";"";"93326";"Abensberg, Hallertau";"09443";"868302";"Andres.Ro@gmx.de";"http://www.Andres_Ro.de";"Datenübertragung";""
"1000006168";"F";"Fasche";"Audino";"Ehrentraut";"Adlerstr.";"1";"b";"93326";"Abensberg, Hallertau";"09443";"908616";"Audino.Eh@web.de";"http://www.Audino_Eh.de";"Quadgaragen";""
"1000006169";"-";"Cicli Berlinetta";"Repp";"Helga";"Sandkreppe";"1";"";"93326";"Abensberg, Hallertau";"09443";"921572";"Repp.He@gmail.com";"http://www.Repp_He.de";"Fotoblitzgerätereparatur";""
"1000006170";"-";"KFZ Pellemeyer";"Manns";"Caterina";"Brünnlweg";"2";"";"93326";"Abensberg, Hallertau";"09443";"844972";"Manns.Ca@yahoo.com";"http://www.Manns_Ca.de";"Neurologie";""
"1000006171";"-";"Kleistapotheke";"Krach";"Rothmund";"Nikolaus-Otto-Str.";"14";"c";"93326";"Abensberg, Hallertau";"09443";"43403";"Krach.Ro@gmx.de";"http://www.Krach_Ro.de";"Graviermaschinen";""
"1000006172";"M";"Ink Shop";"Kaim";"Michel";"Herrenstr";"1";"b";"93326";"Abensberg, Hallertau";"09443";"100371";"Kaim.Mi@t-online.de";"http://www.Kaim_Mi.de";"Ferienwohnungen";""
"1000006173";"F";"Marienbaumer Trinkhalle";"Valk";"Leopoldine";"Baderstr.";"5";"";"93326";"Abensberg, Hallertau";"09443";"54393";"Valk.Le@gmail.com";"http://www.Valk_Le.de";"Gummi-Metall-Verbindung";""
"1000006174";"M";"Bahnhof-Apotheke Friedrichshain";"Reiche";"Raimer";"Kirchenweg";"2";"";"93326";"Abensberg, Hallertau";"09443";"832736";"Reiche.Ra@t-online.de";"http://www.Reiche_Ra.de";"Gaststätten: Italienische Küche";""
"1000006175";"F";"Travelstar - tui";"Blättler";"Susette";"Eichendorffstr.";"2";"";"93326";"Abensberg, Hallertau";"09443";"200234";"Blättler.Su@t-online.de";"http://www.Blättler_Su.de";"Berufsschuhe";""
"1000006176";"-";"Haaratelier Astrid Müller";"Fromme";"Ludwiga";"Pfarrer-Ederer-Str.";"1";"";"93326";"Abensberg, Hallertau";"09443";"696066";"Fromme.Lu@web.de";"http://www.Fromme_Lu.de";"Karten";""
"1000006177";"F";"E. Arnold & König";"Andörfer";"Maren";"Gerhardingerstr.";"2";"";"93326";"Abensberg, Hallertau";"09443";"837625";"Andörfer.Ma@t-online.de";"http://www.Andörfer_Ma.de";"Schlaf- u. Beatmungsmedizin";""
"1000006178";"M";"Walter Arens";"Latinak";"Nikolas";"BTS an der KEH7 FlNr.195";"";"";"93326";"Abensberg, Hallertau";"09443";"688253";"Latinak.Ni@onlinehome.de";"http://www.Latinak_Ni.de";"Computerfarbausdrucke";""
"1000006179";"-";"No 2";"Rutto";"Adelinde";"Lehen";"1";"";"93326";"Abensberg, Hallertau";"09443";"160847";"Rutto.Ad@t-online.de";"http://www.Rutto_Ad.de";"Sprechanlagen";""
"1000006180";"F";"China-Imbiss Kim Phat";"Grauthoff";"Marliese";"Straubinger Str. Edeka";"";"";"93326";"Abensberg, Hallertau";"09443";"567408";"Grauthoff.Ma@web.de";"http://www.Grauthoff_Ma.de";"Tischtennisplatten";""
"1000006181";"F";"Wiener Feimbäcker";"Jaspersen";"Siegfrieda";"Abensberger Weg";"12";"b";"93326";"Abensberg, Hallertau";"09443";"479302";"Jaspersen.Si@gmx.de";"http://www.Jaspersen_Si.de";"Rechtsanwälte: Internationales Steuerrecht (Schwerpunkt)";""
"1000006182";"M";"hand und Fißpflegestudio";"Blättler";"Erno";"Winzerstr.";"15";"b";"93326";"Abensberg, Hallertau";"09443";"24290";"Blättler.Er@web.de";"http://www.Blättler_Er.de";"Rosenschulen";""
"1000006183";"-";"Bäckerei Mäschle";"Sommerfeld";"Ruben";"Oskar-Schlitter-Ring";"28";"";"93326";"Abensberg, Hallertau";"09443";"452870";"Sommerfeld.Ru@t-online.de";"http://www.Sommerfeld_Ru.de";"Businesscenter";""
"1000006184";"M";"Hagemeyer Deutschland GmbH & Co. KG";"Faber";"Sebastian";"Spargelweg";"11";"";"93326";"Abensberg, Hallertau";"09443";"965409";"Faber.Se@yahoo.com";"http://www.Faber_Se.de";"Kranverleih";""
"1000006185";"F";"Kunst & Antiquitäten";"Heinke";"Thekla";"Traubenstr.";"23";"c";"93326";"Abensberg, Hallertau";"09443";"935158";"Heinke.Th@t-online.de";"http://www.Heinke_Th.de";"Vakuumpumpen";""
"1000006186";"-";"Direktvertrieb Familie Mann";"Hagedorn";"Adelgunde";"Sonnenstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"68493";"Hagedorn.Ad@gmx.de";"http://www.Hagedorn_Ad.de";"Lebensversicherungen";""
"1000006187";"-";"Raacke";"Leonhard";"Ekhard";"Aunkofener Str.";"34";"";"93326";"Abensberg, Hallertau";"09443";"831151";"Leonhard.Ek@gmail.com";"http://www.Leonhard_Ek.de";"Lichtwellenleiter";""
"1000006188";"-";"Beauty House";"Birle";"Hedy";"Friedstr.";"3";"";"93326";"Abensberg, Hallertau";"09443";"15007";"Birle.He@yahoo.com";"http://www.Birle_He.de";"Rechtsanwälte: Abfindungsvereinbarung (Schwerpunkt)";""
"1000006189";"-";"Bäckerei Serhat";"Bell";"Denise";"Lehen";"1";"";"93326";"Abensberg, Hallertau";"09443";"406977";"Bell.De@gmail.com";"http://www.Bell_De.de";"Rechtsanwälte: BAföG-Recht (Schwerpunkt)";""
"1000006190";"F";"Regionalladen Rhöner Durchblick";"Wilms";"Gefion";"Habichtweg";"13";"";"93326";"Abensberg, Hallertau";"09443";"335970";"Wilms.Ge@gmx.de";"http://www.Wilms_Ge.de";"Drehkreuzanlagen";""
"1000006191";"M";"Martin Rietzler Teamsport";"Lehmkuhl";"Irmin";"Hinterer Steinberg";"20";"";"93326";"Abensberg, Hallertau";"09443";"731096";"Lehmkuhl.Ir@onlinehome.de";"http://www.Lehmkuhl_Ir.de";"Tierärzte: Bereich u. Zusatzbezeichnung Augenheilkunde";""
"1000006192";"-";"Elektro Burkhard";"Huth";"Melita";"Ahornweg";"4";"";"93326";"Abensberg, Hallertau";"09443";"294432";"Huth.Me@yahoo.com";"http://www.Huth_Me.de";"Skischulen";""
"1000006193";"M";"Schuhfachgeschäft Bohmann";"Sacher";"Arved";"Tulpenstr.";"9";"";"93326";"Abensberg, Hallertau";"09443";"845685";"Sacher.Ar@t-online.de";"http://www.Sacher_Ar.de";"Naturheilverfahren";""
"1000006194";"M";"Saarparkcenter";"Haudum";"Tiberius";"Dreifaltigkeitsweg";"17";"";"93326";"Abensberg, Hallertau";"09443";"875366";"Haudum.Ti@gmx.de";"http://www.Haudum_Ti.de";"Schubladenführungen";""
"1000006195";"M";"Betten-Schmidt";"Sargin";"Alf";"Zum Galgenberg";"";"";"93326";"Abensberg, Hallertau";"09443";"366692";"Sargin.Al@gmail.com";"http://www.Sargin_Al.de";"Seilwinden";""
"1000006196";"M";"Oberlechner";"Wilfing";"Ringo";"Pumpwerk Kleedorf";"";"";"93326";"Abensberg, Hallertau";"09443";"917863";"Wilfing.Ri@gmail.com";"http://www.Wilfing_Ri.de";"Direktwerbung";""
"1000006197";"-";"Friseur - Bruno Bohn";"Schausberger";"Thielo";"Herrensteig";"9";"";"93326";"Abensberg, Hallertau";"09443";"512537";"Schausberger.Th@onlinehome.de";"http://www.Schausberger_Th.de";"Ärzte: Unfallchirurgie";""
"1000006198";"M";"Gärtnerei Greiner";"Häupler";"Hartfried";"Graf-von-Taufkirchen-Str.";"6";"";"93326";"Abensberg, Hallertau";"09443";"600604";"Häupler.Ha@yahoo.com";"http://www.Häupler_Ha.de";"Internettelefonie";""
"1000006199";"F";"Zenzinger's Boardshop";"Heger";"Hildelies";"Mohnblumenweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"802292";"Heger.Hi@gmail.com";"http://www.Heger_Hi.de";"Gaststätten: Griechisch-Zypriotische Küche";""
"1000006200";"-";"In & Out 2nd Hand Kiddystore";"Kehr";"Veronique";"Aschenbrennerstr.";"16";"a";"93326";"Abensberg, Hallertau";"09443";"819280";"Kehr.Ve@gmx.de";"http://www.Kehr_Ve.de";"Betoninstandsetzung";""
"1000006201";"F";"Mosel Ost";"HILT";"Hilgrun";"Sudetenstr.";"42";"";"93326";"Abensberg, Hallertau";"09443";"567669";"HILT.Hi@web.de";"http://www.HILT_Hi.de";"Saunabau";""
"1000006202";"M";"Drogerie Weinert";"Uhr";"Sieghardt";"Pfarrer-Adam-Rottler-Str.";"8";"";"93326";"Abensberg, Hallertau";"09443";"769117";"Uhr.Si@gmail.com";"http://www.Uhr_Si.de";"Verhaltenstherapie";""
"1000006203";"M";"Harders";"Krugmann";"Thankmar";"Von-Hazzi-Str.";"14";"a";"93326";"Abensberg, Hallertau";"09443";"904242";"Krugmann.Th@t-online.de";"http://www.Krugmann_Th.de";"Computersupport";""
"1000006204";"-";"Bermel Aboristik";"Baumgartl";"Karlfriedrich";"Industriestr.";"2";"a";"93326";"Abensberg, Hallertau";"09443";"31532";"Baumgartl.Ka@gmail.com";"http://www.Baumgartl_Ka.de";"Kugellager";""
"1000006205";"M";"Schuhhaus Wismüller";"Adzijevic";"Iven";"Pumpwerk Kleedorf";"";"";"93326";"Abensberg, Hallertau";"09443";"19302";"Adzijevic.Iv@yahoo.com";"http://www.Adzijevic_Iv.de";"Industrieabbrüche";""
"1000006206";"-";"Grießinger";"Goldbach";"Ingo";"Weinbergerstr.";"11";"";"93326";"Abensberg, Hallertau";"09443";"786102";"Goldbach.In@gmail.com";"http://www.Goldbach_In.de";"Relocation";""
"1000006207";"-";"Salon 35";"Faltermaier";"Siegulf";"An der B 16";"";"";"93326";"Abensberg, Hallertau";"09443";"722179";"Faltermaier.Si@gmx.de";"http://www.Faltermaier_Si.de";"Parkettfußbodenversiegelung";""
"1000006208";"-";"Stotz & Müller";"Fengler";"Mariola";"Degenhardstr.";"8";"";"93326";"Abensberg, Hallertau";"09443";"757434";"Fengler.Ma@gmx.de";"http://www.Fengler_Ma.de";"Autocabrioverdecke";""
"1000006209";"-";"Schnäppchenmarkt Germering";"Egelseer";"Beata";"Adolf-von-Braunmühl-Str.";"2";"";"93326";"Abensberg, Hallertau";"09443";"361254";"Egelseer.Be@yahoo.com";"http://www.Egelseer_Be.de";"Schachspiele u. -zubehör";""
"1000006210";"M";"Metzgerei Rütten";"Schier";"Ilrich";"Badhausstr.";"27";"";"93326";"Abensberg, Hallertau";"09443";"759927";"Schier.Il@gmx.de";"http://www.Schier_Il.de";"Suchmaschinenoptimierung";""
"1000006211";"F";"Jasmin Thai-Massage";"Häring";"Heidetraud";"Pöglstr.";"5";"";"93326";"Abensberg, Hallertau";"09443";"289067";"Häring.He@onlinehome.de";"http://www.Häring_He.de";"Silos";""
"1000006212";"-";"Reisebüro Palm";"Biber";"Liebgunde";"Sandharlandener Weg";"2";"c";"93326";"Abensberg, Hallertau";"09443";"160630";"Biber.Li@t-online.de";"http://www.Biber_Li.de";"Luftbe- u. -entfeuchtung";""
"1000006213";"-";"Kloiber";"Henrici";"Ellentraud";"Lilienweg";"22";"";"93326";"Abensberg, Hallertau";"09443";"333578";"Henrici.El@gmail.com";"http://www.Henrici_El.de";"Gaststätten: Russische Küche";""
"1000006214";"M";"Elektro Burkard";"Strahlhuber";"Holk";"Am Stadtgraben";"15";"";"93326";"Abensberg, Hallertau";"09443";"203622";"Strahlhuber.Ho@yahoo.com";"http://www.Strahlhuber_Ho.de";"Ärzte: Behandlung von Konzentrations- u. Aufmerksamkeitsstörungen";""
"1000006215";"-";"Elektro Waidmann";"Gracklauer";"Wendelin";"Rieslingstr.";"36";"";"93326";"Abensberg, Hallertau";"09443";"592347";"Gracklauer.We@web.de";"http://www.Gracklauer_We.de";"Schutzraumbau";""
"1000006216";"F";"Volkswagen Werkstatt";"Rajic";"Gerda";"Steinbruch";"1";"";"93326";"Abensberg, Hallertau";"09443";"310861";"Rajic.Ge@gmx.de";"http://www.Rajic_Ge.de";"Badagentur";""
"1000006217";"M";"Mühlenbernd";"Angermann";"Arnold";"Gut Offenstetten";"1";"";"93326";"Abensberg, Hallertau";"09443";"959324";"Angermann.Ar@t-online.de";"http://www.Angermann_Ar.de";"Rechtsanwälte: Gewerberecht (Schwerpunkt)";""
"1000006218";"M";"Meyer & Simon Getränke";"Rathfelder";"Desiderius";"Degenhardstr.";"5";"c";"93326";"Abensberg, Hallertau";"09443";"556335";"Rathfelder.De@gmx.de";"http://www.Rathfelder_De.de";"Bauplanung";""
"1000006219";"M";"Burger Getränkemarkt";"Focke";"Volkard";"Im Mühltal";"4";"";"93326";"Abensberg, Hallertau";"09443";"758610";"Focke.Vo@gmail.com";"http://www.Focke_Vo.de";"Schönheitsfarmen";""
"1000006220";"-";"Süßes Lädchen";"Philipp";"Elwira";"Spargelweg";"16";"";"93326";"Abensberg, Hallertau";"09443";"509722";"Philipp.El@web.de";"http://www.Philipp_El.de";"Verbraucherausstellungen";""
"1000006221";"-";"Sangeeta";"Holst";"Nanni";"Gasregelstation";"";"";"93326";"Abensberg, Hallertau";"09443";"679829";"Holst.Na@gmx.de";"http://www.Holst_Na.de";"Saunaanlagen u. -zubehör";""
"1000006222";"F";"Apotheke am Leipziger Platz";"Zinke";"Eike";"Rebhuhnstr.";"15";"";"93326";"Abensberg, Hallertau";"09443";"724726";"Zinke.Ei@gmail.com";"http://www.Zinke_Ei.de";"Praxiseinrichtung u. -bedarf";""
"1000006223";"F";"Petito Alexandra Haarstudio";"Kesseler";"Ellinor";"Abensberg";"1";"";"93326";"Abensberg, Hallertau";"09443";"850600";"Kesseler.El@web.de";"http://www.Kesseler_El.de";"Stahlwaren";""
"1000006224";"F";"Eulenhof Zobel";"Nutz";"Raingardis";"BTS an der KEH7 FlNr.195";"";"";"93326";"Abensberg, Hallertau";"09443";"366369";"Nutz.Ra@gmx.de";"http://www.Nutz_Ra.de";"Hallenbäder";""
"1000006225";"-";"ACR best sound GmbH & Co. KG";"George";"Ermenhild";"Lehen";"1";"";"93326";"Abensberg, Hallertau";"09443";"773629";"George.Er@gmail.com";"http://www.George_Er.de";"Haartransplantationen";""
"1000006226";"-";"Getränke Eckla";"Knabe";"Melinda";"BTS an der KEH7 FlNr.195";"";"";"93326";"Abensberg, Hallertau";"09443";"148182";"Knabe.Me@yahoo.com";"http://www.Knabe_Me.de";"Logistik";""
"1000006227";"-";"BMW Briem";"Nau";"Kordula";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"856106";"Nau.Ko@gmail.com";"http://www.Nau_Ko.de";"Papierlackierung";""
"1000006228";"-";"Unsere Semmelbude";"Attenberger";"Roger";"Hornsteinweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"436447";"Attenberger.Ro@yahoo.com";"http://www.Attenberger_Ro.de";"Rechtsanwälte: Deutsch-ungarisches Recht (Schwerpunkt)";""
"1000006229";"F";"Josef Schmitz Elektrofachmarkt";"Siebert";"Dorothee";"Adlerstr.";"33";"b";"93326";"Abensberg, Hallertau";"09443";"371154";"Siebert.Do@gmx.de";"http://www.Siebert_Do.de";"Soziale Dienstleistungen";""
"1000006230";"M";"Metzgerei Hennrich Thomas GmbH";"Ketzinger";"Rigobert";"Ziegeleistr.";"10";"";"93326";"Abensberg, Hallertau";"09443";"906948";"Ketzinger.Ri@gmx.de";"http://www.Ketzinger_Ri.de";"Kunst- u. Naturstein";""
"1000006231";"-";"Diskam, Fristo";"Boco";"Wastl";"Eibenweg";"3";"";"93326";"Abensberg, Hallertau";"09443";"985904";"Boco.Wa@t-online.de";"http://www.Boco_Wa.de";"Toilettenservice";""
"1000006232";"M";"Pfiff Coeln";"Rottmeier";"Christopherus";"Ludwig-Berger-Str.";"23";"";"93326";"Abensberg, Hallertau";"09443";"304737";"Rottmeier.Ch@t-online.de";"http://www.Rottmeier_Ch.de";"Bibliotheken";""
"1000006233";"F";"Fahrrad + Zubehör Lutz Naumann";"Krämer";"Waldtraud";"Auerhahnweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"874590";"Krämer.Wa@onlinehome.de";"http://www.Krämer_Wa.de";"Haare u. Borsten (tierische)";""
"1000006234";"-";"BonPrix";"Gerhardt";"Emmeran";"Am Herrenberg";"10";"";"93326";"Abensberg, Hallertau";"09443";"333716";"Gerhardt.Em@t-online.de";"http://www.Gerhardt_Em.de";"Betriebliche Altersvorsorge";""
"1000006235";"F";"Baumaschinenvermietung";"Filbry";"Babette";"Pfarrer-Ederer-Str.";"1";"a";"93326";"Abensberg, Hallertau";"09443";"913832";"Filbry.Ba@onlinehome.de";"http://www.Filbry_Ba.de";"Grabpflege";""
"1000006236";"M";"Prima Shop";"Bähr";"Ehrenfried";"Burgunderweg";"20";"";"93326";"Abensberg, Hallertau";"09443";"954151";"Bähr.Eh@yahoo.com";"http://www.Bähr_Eh.de";"Barmixerschule";""
"1000006237";"-";"Meese";"Schwandt";"Gotlind";"BG A68";"";"";"93326";"Abensberg, Hallertau";"09443";"369639";"Schwandt.Go@gmail.com";"http://www.Schwandt_Go.de";"Heizkesselabdichtung";""
"1000006238";"F";"Drogerie Brändle";"Saueressig";"Gerolda";"Fasanenstr.";"4";"";"93326";"Abensberg, Hallertau";"09443";"972238";"Saueressig.Ge@yahoo.com";"http://www.Saueressig_Ge.de";"Kühl- u. Tiefkühlzellen";""
"1000006239";"F";"Bäckerei Büsch";"HILT";"Friederun";"Bahnhofstr.";"";"";"93326";"Abensberg, Hallertau";"09443";"132055";"HILT.Fr@gmail.com";"http://www.HILT_Fr.de";"Poller";""
"1000006240";"M";"Naturkostladen Mammendorf";"Barfüßer";"Zeno";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"334475";"Barfüßer.Ze@onlinehome.de";"http://www.Barfüßer_Ze.de";"Fotoapparate u. Fotozubehör";""
"1000006241";"M";"Simply Market";"Kurteshi";"Robert";"Gasregelstation";"";"";"93326";"Abensberg, Hallertau";"09443";"585204";"Kurteshi.Ro@yahoo.com";"http://www.Kurteshi_Ro.de";"Autoschiebedächer";""
"1000006242";"M";"EDEKA Graulich";"Hach";"Aaron";"Allersdorfer Weg";"4";"";"93326";"Abensberg, Hallertau";"09443";"65106";"Hach.Aa@gmail.com";"http://www.Hach_Aa.de";"Parkettpflegemittel";""
"1000006243";"M";"MAW creativ";"Bohrisch";"Trudbert";"Ring 9443/1";"";"";"93326";"Abensberg, Hallertau";"09443";"342080";"Bohrisch.Tr@onlinehome.de";"http://www.Bohrisch_Tr.de";"Steinmetzwerkzeuge";""
"1000006244";"M";"Metzgerei Brandl";"Stürmer";"Ortwin";"Barbaraplatz";"2";"";"93326";"Abensberg, Hallertau";"09443";"814097";"Stürmer.Or@onlinehome.de";"http://www.Stürmer_Or.de";"Gaststätten: Thailändische Küche";""
"1000006245";"M";"Somporn Wellness Massagen";"Börger";"Friedwald";"Kreuzeck";"6";"";"93326";"Abensberg, Hallertau";"09443";"37774";"Börger.Fr@yahoo.com";"http://www.Börger_Fr.de";"Ziehereien";""
"1000006246";"M";"Bäckerei Schnaufer";"Ciesla";"Berni";"Peter-Rosegger-Str.";"5";"";"93326";"Abensberg, Hallertau";"09443";"231003";"Ciesla.Be@gmx.de";"http://www.Ciesla_Be.de";"Automatiktüren";""
"1000006247";"F";"Sun Point";"Kersten";"Kordelia";"Pumpwerk Kleedorf";"";"";"93326";"Abensberg, Hallertau";"09443";"504445";"Kersten.Ko@web.de";"http://www.Kersten_Ko.de";"Isolierarbeiten";""
"1000006248";"F";"Vera's Backstüble";"Hauer";"Mirja";"Schulstr.";"19";"";"93326";"Abensberg, Hallertau";"09443";"5472";"Hauer.Mi@yahoo.com";"http://www.Hauer_Mi.de";"Rahmen";""
"1000006249";"M";"Ban Kok Yai";"Blau";"Gernod";"Arnhelmstr.";"33";"";"93326";"Abensberg, Hallertau";"09443";"520004";"Blau.Ge@yahoo.com";"http://www.Blau_Ge.de";"Schreinereien";""
"1000006250";"F";"Fahrrad Center Lutz Heßlich";"Selendic";"Dinah";"Wallfahrtskirche Allersd";"";"";"93326";"Abensberg, Hallertau";"09443";"371003";"Selendic.Di@yahoo.com";"http://www.Selendic_Di.de";"CAD-Design";""
"1000006251";"M";"Juwelier Sara";"Wölfl";"Wolfram";"Cabriniheim";"";"";"93326";"Abensberg, Hallertau";"09443";"6154";"Wölfl.Wo@t-online.de";"http://www.Wölfl_Wo.de";"Museen";""
"1000006252";"M";"Schreibwaren Westiner";"Ganster";"Mayk";"Weiherfeldstr.";"4";"";"93326";"Abensberg, Hallertau";"09443";"17125";"Ganster.Ma@t-online.de";"http://www.Ganster_Ma.de";"Ärzte: Arbeitsmedizin FA";""
"1000006253";"-";"Zoo-Center-Laue";"Laue";"Berthilde";"DT-Mobil";"";"";"93326";"Abensberg, Hallertau";"09443";"836492";"Laue.Be@t-online.de";"http://www.Laue_Be.de";"Selbstklebeartikel";""
"1000006254";"-";"Böckler Mode";"Böckler";"Elli";"Im Winkel";"5";"c";"93326";"Abensberg, Hallertau";"09443";"506311";"Böckler.El@gmx.de";"http://www.Böckler_El.de";"Ingenieurbüros f. Generalplanung";""
"1000006255";"-";"Hofgut Rengoldshausen";"Hasselbacher";"Luitgart";"Kreisstr.KEH 7/Waldstr.";"";"";"93326";"Abensberg, Hallertau";"09443";"72153";"Hasselbacher.Lu@yahoo.com";"http://www.Hasselbacher_Lu.de";"Gaststätten: Jugoslawische Küche";""
"1000006256";"M";"Marktbäckerei";"Dober";"Ludger";"Regensburger Str.";"";"";"93326";"Abensberg, Hallertau";"09443";"248431";"Dober.Lu@yahoo.com";"http://www.Dober_Lu.de";"Ärzte: Gefäßkrankheiten";""
"1000006257";"F";"VBH";"Jordan";"Freia";"Heideweg";"1";"";"93326";"Abensberg, Hallertau";"09443";"553702";"Jordan.Fr@yahoo.com";"http://www.Jordan_Fr.de";"Fotoplots";""
"1000006258";"F";"Kanps";"Alaci";"Ria";"Wiesenweg";"7";"";"93326";"Abensberg, Hallertau";"09443";"141158";"Alaci.Ri@onlinehome.de";"http://www.Alaci_Ri.de";"Kellertrockenlegung";""
"1000006259";"F";"Carré Optik";"Gottschlich";"Olav";"Allersdorf";"";"";"93326";"Abensberg, Hallertau";"09443";"254281";"Gottschlich.Ol@web.de";"http://www.Gottschlich_Ol.de";"Trockenmörtel";""
"1000006260";"M";"Videothek XtreMeS";"Jacobsen";"Burkhard";"Laubengasse";"3";"c";"93326";"Abensberg, Hallertau";"09443";"382417";"Jacobsen.Bu@gmail.com";"http://www.Jacobsen_Bu.de";"Lederhandel";""
"1000006261";"F";"Getränke Stradinger";"Gerdes";"Fatma";"Rieslingstr.";"6";"";"93326";"Abensberg, Hallertau";"09443";"852459";"Gerdes.Fa@gmail.com";"http://www.Gerdes_Fa.de";"Bauwerktrockenlegung";""
"1000006262";"F";"Asia-Markt Feldmoching";"Tschirpig";"Hiltrun";"Von-Hazzi-Str.";"14";"a";"93326";"Abensberg, Hallertau";"09443";"790874";"Tschirpig.Hi@gmail.com";"http://www.Tschirpig_Hi.de";"Gaststätten: Exotische Küche";""
"1000006263";"M";"Lena Parfümerie";"Powileit";"Hatto";"Gut Offenstetten";"1";"";"93326";"Abensberg, Hallertau";"09443";"442700";"Powileit.Ha@onlinehome.de";"http://www.Powileit_Ha.de";"Schimmelpilzuntersuchungen";""
"1000006264";"M";"Aldendorff";"Thilo";"Wulf";"Haslangstr.";"10";"";"93326";"Abensberg, Hallertau";"09443";"687690";"Thilo.Wu@t-online.de";"http://www.Thilo_Wu.de";"Homecare";""
"1000006265";"M";"Salon Jacqueline";"Rosendahl";"Botho";"Laubengasse";"2";"a";"93326";"Abensberg, Hallertau";"09443";"549544";"Rosendahl.Bo@gmx.de";"http://www.Rosendahl_Bo.de";"Gummi-Metall-Verbindung";""
"1000006266";"-";"Mohren Apotheke";"Düger";"Rasso";"Am Birket";"4";"c";"93326";"Abensberg, Hallertau";"09443";"897950";"Düger.Ra@yahoo.com";"http://www.Düger_Ra.de";"Kühlanlagenbedarf";""
"1000006267";"M";"FTB Freie Tankstelle Bergen";"Kletzmayr";"Allmar";"Sandharlanden Hochbehälter";"";"";"93326";"Abensberg, Hallertau";"09443";"842022";"Kletzmayr.Al@t-online.de";"http://www.Kletzmayr_Al.de";"Fruchthandel";""
"1000006268";"F";"Bördefleischwaren";"Fiebig";"Vanessa";"Lessingstr.";"1";"";"93326";"Abensberg, Hallertau";"09443";"144801";"Fiebig.Va@gmx.de";"http://www.Fiebig_Va.de";"Billardtische";""
"1000006269";"F";"Edes Bierquelle";"Gossler";"Hildburg";"Klostergut";"1";"a";"93326";"Abensberg, Hallertau";"09443";"194347";"Gossler.Hi@t-online.de";"http://www.Gossler_Hi.de";"Geflügelzuchtbedarf";""
"1000006270";"-";"Leonhardi";"Herzig";"Hildegardt";"Birkhahnweg";"5";"";"93326";"Abensberg, Hallertau";"09443";"120110";"Herzig.Hi@web.de";"http://www.Herzig_Hi.de";"Designfußbodenbeläge";""
"1000006271";"F";"Auto Genath";"Weibl";"Siegbritta";"Eschenstr.";"26";"";"93326";"Abensberg, Hallertau";"09443";"655103";"Weibl.Si@t-online.de";"http://www.Weibl_Si.de";"Autoüberführungen";""
"1000006272";"F";"Lummerland";"Schönbrunn";"Isabelle";"Allersdorfer Weg";"1";"";"93326";"Abensberg, Hallertau";"09443";"764706";"Schönbrunn.Is@gmail.com";"http://www.Schönbrunn_Is.de";"Krankenpflege";""
"1000006273";"-";"Schickentanz";"Müsch";"Ulrich";"Burgunderweg";"9";"a";"93326";"Abensberg, Hallertau";"09443";"938781";"Müsch.Ul@yahoo.com";"http://www.Müsch_Ul.de";"US-Cars";""
"1000006274";"-";"Siemens Standort MchH Süd";"Rosanowski";"Ortwin";"Am Sommerkeller";"12";"";"93326";"Abensberg, Hallertau";"09443";"443365";"Rosanowski.Or@onlinehome.de";"http://www.Rosanowski_Or.de";"Küchenbetriebe";""
"1000006275";"-";"All about Hair";"Schorr";"Magdalena";"Friedhofweg";"4";"";"93326";"Abensberg, Hallertau";"09443";"373566";"Schorr.Ma@web.de";"http://www.Schorr_Ma.de";"Autozubehör";""
"1000006276";"M";"Kiosk Yas";"Baumgart";"Hannsgeorg";"Eichenstr.";"9";"";"93326";"Abensberg, Hallertau";"09443";"888325";"Baumgart.Ha@yahoo.com";"http://www.Baumgart_Ha.de";"Kunsttransporte";""
"1000006277";"-";"Hekticket";"Anfang";"Degenhard";"Am Galgenberg";"42";"";"93326";"Abensberg, Hallertau";"09443";"833188";"Anfang.De@t-online.de";"http://www.Anfang_De.de";"Rechtsanwälte: Subventionsrecht (Schwerpunkt)";""
"1000006278";"F";"idee Creativmarkt";"Eck";"Sophie";"Weberstr.";"9";"a";"93326";"Abensberg, Hallertau";"09443";"936765";"Eck.So@gmx.de";"http://www.Eck_So.de";"Sachverständige f. Baumschäden";""
